id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,Compound Score
27094044,Toronto Apartment,29395026,Sylvester,Rouge,43.82055,-79.20218,Entire home/apt,50,3,21,0.48,5,47,7,0.631
27097448,Spacious 3 Bedroom Condo CN Tower & Rogers Centre,34974050,Shalini,Waterfront Communities-The Island,43.6404,-79.39284,Entire home/apt,229,30,17,0.39,8,180,0,0.6243125
27097530,Chic Condo CN Tower 3 Bedroom,34974050,Shalini,Waterfront Communities-The Island,43.64009,-79.3911,Entire home/apt,249,28,15,0.35,8,365,0,0.724942857
27102693,Downtown King West Suite w/ Million Dollar View!,15833724,F,Waterfront Communities-The Island,43.64228,-79.40155,Entire home/apt,150,28,39,1.07,3,0,0,0.787481081
27107108,2Bdr Central Downtown Luxury Condo w/ Huge Balcony,33438696,David,Waterfront Communities-The Island,43.64262,-79.3931,Entire home/apt,240,28,11,0.25,1,0,0,0.829281818
27112118,Family,103167271,Layanthan,Dufferin Grove,43.65755,-79.44543,Entire home/apt,100,28,2,0.07,1,0,0,0
27112191,One Beth romm/ share apt (living room and kitchen),204072487,Karla,Humewood-Cedarvale,43.69552,-79.42467,Private room,40,28,2,0.04,1,0,0,0
27113522,Prime Toronto Entertainment & Financial District,121750616,Tisha,Waterfront Communities-The Island,43.64224,-79.38358,Entire home/apt,150,28,63.5,2.47,1,156,0,0.85524726
27114177,"modern living space, cozy den",129641922,Vanessa,Downsview-Roding-CFB,43.72763,-79.48299,Private room,38,28,49,1.13,1,170,1,0.870378571
27122138,Large and a cozy basement in a great neighborhood,9361662,Irina,Newtonbrook West,43.79054,-79.43393,Entire home/apt,72,28,1,0.02,1,0,0,0.9231
27130698,Private room in a cozy duplex in Toronto,71558965,Joyce,Palmerston-Little Italy,43.65965,-79.42332,Private room,95,28,2,0.05,1,0,0,0.87945
27139893,Sparkling Family Home in Serene Neighbourhood,204334748,Aga,Rockcliffe-Smythe,43.66933,-79.49502,Entire home/apt,178,28,1,0.03,1,0,0,0.95035
27162299,"Beautiful Modern Sleek New Flat,Walk Everywhere DT",204508588,Joseph,Waterfront Communities-The Island,43.63912,-79.39719,Entire home/apt,151,28,57,1.3,1,90,0,0.847810714
27171233,Small house 4.20,162759914,Gabriel,Keelesdale-Eglinton West,43.6909,-79.46545,Shared room,55,28,1,0.02,1,0,0,0.8519
27172198,37th floor condo: unbeatable view & location,1379518,Joseph,Waterfront Communities-The Island,43.6465,-79.39328,Private room,91,28,12,0.27,1,0,0,0.683253846
27190368,"Spacious, quiet, bright Qbed w private living rm",17430748,Carey,Palmerston-Little Italy,43.66095,-79.42296,Private room,94,14,3,0.07,2,0,0,0.8856
27198494,Toronto Apartment - one bedroom in trendy area,59727494,Ayodeji,Niagara,43.64556,-79.4095,Entire home/apt,120,28,2,0.04,1,0,0,0.84985
27199125,Perfect place! Beautiful & convenient! Central!,23950930,Val,Waterfront Communities-The Island,43.63985,-79.39028,Entire home/apt,263,28,4,0.09,4,90,0,0.618525
27199776,Charming 3bdrm City Condo,204824281,Tara,Willowdale East,43.75527,-79.4063,Entire home/apt,98,28,63.5,1.48,3,0,0,0.792014286
27203948,Spacious Paris Boutique,199221052,Edwin,Waterfront Communities-The Island,43.63935,-79.39994,Entire home/apt,308,28,41,0.94,2,168,0,0.749103125
27204336,"Executive Suite in the heart of King
West",204867140,Joshua,Waterfront Communities-The Island,43.64376,-79.39987,Entire home/apt,250,28,3,0.07,1,0,0,0.637333333
27204492,Beautiful Condo on YONGE & EGLINTON! (MIDTOWN),204868207,Nicki,Yonge-Eglinton,43.70791,-79.39934,Entire home/apt,229,28,12,0.28,1,365,0,0.780116667
27227036,Toronto Shared House (West Bedroom B) Single Bed,21868614,Marie-Josee,Oakwood Village,43.69212,-79.44109,Private room,47,29,6,0.15,4,327,1,0.92225
27229269,Safe & Convenient Neighbourhood,55324743,Monica,Bathurst Manor,43.76138,-79.45542,Private room,50,28,3,0.09,2,343,0,0.867
27238091,Spacious 1 Bdrm +Den,194398697,Tiago,Waterfront Communities-The Island,43.6402,-79.39876,Entire home/apt,99,28,31,0.71,1,157,1,0.745617241
27239887,Spacious Private 2 br Flat *special Sept price*,21731627,Kathi,High Park-Swansea,43.64074,-79.47506,Entire home/apt,100,28,2,0.04,1,0,0,0.3825
27252358,Toronto house has private Apartment in-laws suite,205158924,Julie,Corso Italia-Davenport,43.67726,-79.44321,Entire home/apt,80,29,26,0.61,1,67,1,0.7964
27262053,Old Toronto Big & bright - Yonge & Wellesley,124573524,Joe,Church-Yonge Corridor,43.66506,-79.38143,Private room,82,28,28,0.64,1,310,0,0.85028
27262564,Toronto Downtown 2 bdrm condo beside CN tower,32977187,Shehzad,Waterfront Communities-The Island,43.64217,-79.38157,Entire home/apt,271,1,54,1.26,8.5,154,7.5,0.719626923
27278618,3.Happy Room3(Private washroom/Free Parking),126841783,Amanda,Tam O'Shanter-Sullivan,43.77338,-79.30723,Private room,85,1,63.5,2.47,3,365,7.5,0.738842609
27278791,Private 2bdr ground fl suite nx t/Airport. Fibe TV,141166875,Andrew,Kingsview Village-The Westway,43.6963,-79.53576,Entire home/apt,135,1,63.5,2.47,2,207,7.5,0.808242662
27284920,Charming and Bright 1 BR Apt in great neighborhood,65606350,Emilie,Dovercourt-Wallace Emerson-Junction,43.66179,-79.43137,Entire home/apt,50,28,45,1.01,1,0,0,0.742915385
27287230,"Downtown Little Tibet, queen bed,TV,sit/stand desk",205561445,Christopher,South Parkdale,43.63749,-79.43461,Private room,55,1,63.5,1.52,1,141,7.5,0.877510526
27288686,1 BD by QueenWest by Trinity,146226441,Inna,Trinity-Bellwoods,43.64757,-79.41546,Entire home/apt,82,29,63.5,2.47,8.5,332,7.5,0.733705102
27289776,Cozy walkout suite in Midtown Toronto,457082,Fereshte,Mount Pleasant West,43.70146,-79.38765,Entire home/apt,65,2,63.5,1.59,1,0,0,0.865318056
27289792,"Elegant lower apartment, Downtown, Secured parking",205579135,Helen,North Riverdale,43.67293,-79.34653,Entire home/apt,78,28,40,0.9,1,0,0,0.811366667
27290851,A place with heart - a warm place for warm people.,195692738,Maryam,Newtonbrook East,43.79676,-79.40717,Private room,60,28,7,0.16,2,89,0,0.794588889
27304820,Bright and cozy 2 bedroom Apartment,85109485,Pavel,Little Portugal,43.64775,-79.42743,Entire home/apt,220,28,10,0.23,8.5,321,0,0.7879
27307483,Downtown Luxurious Boho Gem *Free Parking*,79717545,Priya,Regent Park,43.66126,-79.36128,Entire home/apt,172,2,33,0.75,1,0,3,0.882659375
27311030,Four Bedroom Gem in High Park - Recently Renovated,2326374,Laura,High Park North,43.66135,-79.45887,Entire home/apt,319,3,4,0.13,1,345,3,0.8075
27315387,Beautiful Conjoined Private Rooms - Finch Station,184498350,Heidi,Newtonbrook East,43.78478,-79.39864,Private room,95,2,5,0.11,4,177,0,0.37228
27327623,Designer Beach Apartment,1569948,Andrew,The Beaches,43.66677,-79.30411,Entire home/apt,150,7,63.5,2.47,2,54,7.5,0.857151235
27331586,Shop at Indie Boutiques near a Victorian House in a Hip Area,946248,Shawna,Roncesvalles,43.6446,-79.43582,Entire home/apt,225,2,63.5,1.93,1,6,7.5,0.879991667
27336751,Yonge and Finch Beautiful Cozy Condo,205997755,Chloe,Willowdale West,43.77934,-79.41636,Private room,107,28,8,0.18,1,0,0,0.77025
27340666,"Newly Renovated BSMNT, Private Entrance & Parking",80149094,Hotlet,Rosedale-Moore Park,43.69078,-79.38159,Entire home/apt,199,64,14,0.32,2,365,0,0.848542857
27342326,Chic Apartment in Renovated Home with Balcony,80149094,Hotlet,Rosedale-Moore Park,43.69136,-79.3818,Entire home/apt,189,60,24,0.55,2,210,0,0.818857143
27362038,Forest Hill Toronto Condo - LONG TERM ONLY,198821369,Shirley,Forest Hill North,43.7008,-79.42667,Entire home/apt,100,64,2,0.05,1,309,0,0.75755
27363175,2BR Modern gem in the heart of Downtown Toronto,206207030,Zen,University,43.65897,-79.39641,Entire home/apt,109,28,63.5,1.72,1,211,0,0.796662857
27363487,Toronto townhouse with rooftop view,138906901,Vi,Dovercourt-Wallace Emerson-Junction,43.66768,-79.44452,Private room,72,28,56,1.27,2,0,0,0.898202083
27373715,Enjoy Sunset and Lake View from a Corner Suite,7858163,Konstantinos,Waterfront Communities-The Island,43.64413,-79.3894,Entire home/apt,300,3,63.5,1.82,3,57,7.5,0.797787179
27385125,2.5bedrooms citycenter CNtower lakeview chic condo,189625567,Jackie,Waterfront Communities-The Island,43.6412,-79.3826,Entire home/apt,319,28,2,0.04,1,0,0,0.7425
27393330,Gorgeous One Bedroom + Den Apartm. With Lake View,206440886,Oksana,Mimico (includes Humber Bay Shores),43.62614,-79.47902,Entire home/apt,128,28,23,0.52,1,0,0,0.787261905
27394074,"Cozy 2 Bedroom, close to Downtown and Koreatown",182414256,April,Dovercourt-Wallace Emerson-Junction,43.66814,-79.42461,Entire home/apt,134,28,63.5,1.85,1,0,0,0.854304225
27398825,"Studio Apartment in 
Ossington Village",94329799,Luis & Yvette,Trinity-Bellwoods,43.64961,-79.42218,Entire home/apt,110,7,21,0.49,2,43,5,0.784833333
27402375,交通便利 Finch地铁旁单人间,206509390,Yilin,Willowdale East,43.77865,-79.41106,Private room,40,28,12,0.27,1,0,0,0.685188889
27403904,Cozy condo with views,22131656,Martina,Waterfront Communities-The Island,43.64744,-79.39273,Entire home/apt,230,28,1,0.02,1,0,0,0.9945
27404412,Bohemian style loft in Parkdale,27900495,Santiago,South Parkdale,43.64172,-79.43103,Entire home/apt,139,20,14,0.32,1,196,0,0.855213333
27404790,UTSC / Centennial Family Guest Room 3 and Home,99807446,Richard,Highland Creek,43.79083,-79.18257,Private room,28,28,2,0.05,3,0,0,0.9276
27405305,Beautiful Private Room 1 - Finch Station,184498350,Heidi,Newtonbrook East,43.78631,-79.39901,Private room,48,5,4,0.09,4,177,1,0.62565
27405406,Cozy Loft Style Bluff's Home,206534142,Rodney,Cliffcrest,43.72341,-79.22969,Entire home/apt,142,1,63.5,2.47,1,58,7.5,0.796941844
27405795,Beautiful Private Room 2- Finch station,184498350,Heidi,Newtonbrook East,43.78489,-79.39835,Private room,48,5,2,0.05,4,179,0,0.86755
27405873,Rent my home while I am away :),25011309,Morvarid,Willowdale East,43.76156,-79.41,Entire home/apt,119,28,2,0.05,1,0,0,0.96705
27409364,Elegant Three Bedroom Condo Downtown,34974050,Shalini,Waterfront Communities-The Island,43.63944,-79.3963,Entire home/apt,313,28,8,0.19,8,365,0,0.589257143
27424196,"Main-Floor Apt. with free parking, Toronto",206664611,Richard,Agincourt South-Malvern West,43.79766,-79.27878,Private room,82,28,39,0.89,1,365,0,0.72976129
27425879,Amazing house with a huge rooftop Downtown Toronto,17866551,Marianna,Kensington-Chinatown,43.65229,-79.3992,Private room,105,28,2,0.04,2,0,0,0.8768
27427600,Brand New Modern Toronto House,157267017,Dino,High Park-Swansea,43.64539,-79.47433,Entire home/apt,319,2,52,1.2,2,59,7.5,0.808110204
27434650,"Couple's Getaway- central location, BSMT APT 1 BR",3068938,Carlos,Cabbagetown-South St.James Town,43.66475,-79.35863,Entire home/apt,95,28,14,0.37,2,0,0,0.9356
27438371,Upscale Home away from Home; Breathtaking View,206780523,Jagdeep,Church-Yonge Corridor,43.66205,-79.38279,Entire home/apt,250,28,11,0.25,1,0,0,0.87096
27451635,Cozy Room in Scarborough/Toronto with free parking,203505081,Jay,Agincourt North,43.80303,-79.26968,Private room,55,28,6,0.14,4,0,0,0.689166667
27454496,50+flr Scotiabank Arena  Breathtaking View,206884960,Jenny,Waterfront Communities-The Island,43.64188,-79.38166,Entire home/apt,95,28,63.5,2.47,3,239,3,0.772013966
27455370,HOME AWAY! close 2 dwnt toronto @ Exhibition & bmo,206386181,Orville,Bay Street Corridor,43.65375,-79.38219,Entire home/apt,89,28,3,0.07,2,90,0,-0.044033333
27458737,Toronto Condominium,206913578,Ruth,Waterfront Communities-The Island,43.64741,-79.39015,Entire home/apt,149,28,5,0.11,1,0,0,0.85722
27458995,Luminous Condo,203344717,Edward,Church-Yonge Corridor,43.66236,-79.38335,Entire home/apt,319,1,63.5,2.38,1,149,7.5,0.788529348
27461189,appt close 2 toronto biz & entertainment district,206386181,Orville,South Parkdale,43.63685,-79.42612,Entire home/apt,96,28,1,0.03,2,365,0,0.6486
27470998,"Bright, simple & great located top-floor apartment",141417092,Adriana,Little Portugal,43.65147,-79.4338,Entire home/apt,82,28,18,0.41,1,0,0,0.8351875
27471230,"Private Basement Suite, Unit A ""YETI""",198049731,Man,Dorset Park,43.74194,-79.27977,Private room,85,28,36,0.82,1,364,0,0.73368
27490300,Spacious City View 3 Bedroom,188028548,Yan,Bay Street Corridor,43.66202,-79.38654,Entire home/apt,319,2,63.5,2.47,4,102,7.5,0.765613441
27492729,Bright 2 Bedroom Yonge & Eglinton,85109485,Pavel,Mount Pleasant West,43.70948,-79.39656,Entire home/apt,160,28,12,0.31,8.5,316,3,0.8826
27497634,Stunning 4 Bedroom Home in Trendy Cabbagetown,12569911,Peter,Moss Park,43.66264,-79.37032,Entire home/apt,319,28,12,0.28,1,180,0,0.915858333
27503620,Modern Studio Apartment Central Downtown,207343972,Sekar,Church-Yonge Corridor,43.64831,-79.37407,Entire home/apt,120,64,63.5,2.47,1,89,0,0.81356
27504834,Quite | Close to Lake | 30 Min. to Downtown| WIFI,207357679,Nasim,Rouge,43.79189,-79.14026,Entire home/apt,214,30,7,0.18,1,90,0,0.910366667
27504989,Magnificent Toronto Suite - CN tower and lake view,207361904,Geoff,Waterfront Communities-The Island,43.63729,-79.398,Entire home/apt,110,28,6,0.14,1,0,0,0.901375
27509767,Stay here;  Be everywhere.,135933908,Sunil,Waterfront Communities-The Island,43.64188,-79.40053,Entire home/apt,88,30,37,0.84,1,48,0,0.832075
27511017,Top Floor Condo. Private Bedroom/Washroom.,207438989,Bobby,North St.James Town,43.67063,-79.37792,Private room,90,28,63.5,1.47,1,0,0,0.879725
27517408,Beautiful house / Huge rooftop Kensington Market,17866551,Marianna,Kensington-Chinatown,43.65261,-79.4008,Private room,79,28,3,0.07,2,0,0,0.749475
27521742,Oasis in the city ! House with large backyard !,207551649,Wycliffe And Marion,Stonegate-Queensway,43.63259,-79.50655,Entire home/apt,160,30,18,0.42,1,3,4,0.946111765
27524110,Private Room  #1 in a Beautiful Bungalow House,207578246,Rachel,Humbermede,43.74605,-79.55053,Private room,40,28,2,0.06,2,175,0,0.53905
27525463,"Private Bed, Bath & Amenities in T.O.'s Best Hood",25479238,Dave,Waterfront Communities-The Island,43.64549,-79.39704,Private room,125,3,54,1.25,1,170,7.5,0.904030769
27526184,Yonge&finch 5 mins walk to Subway Room2 (2 ROOMS),182816525,Hong,Willowdale West,43.77712,-79.42036,Private room,103,28,2,0.05,7,90,0,0.67655
27526528,Howell Budget Stay (Room 01),25278998,KTC Property Management Ltd.,Malvern,43.7971,-79.22086,Private room,52,28,10,0.23,8.5,0,0,0.617411111
27526798,Comfy Condo steps away from anything Toronto,83884464,Sam,Waterfront Communities-The Island,43.6386,-79.39943,Entire home/apt,250,28,3,0.07,1,89,0,0.95595
27527037,Scarborough North Room 02,25278998,KTC Property Management Ltd.,Malvern,43.79745,-79.22234,Private room,50,28,14,0.32,8.5,0,2,0.528223077
27529364,Upscale Home in a Central Location close to the Harbor,207649490,Aly,Niagara,43.63868,-79.4141,Entire home/apt,106,28,63.5,2.47,1,63,0,0.828194737
27529429,Guest Suite C Huge Room near Subway,30062696,Candice,Willowdale East,43.78077,-79.40641,Private room,68,64,1,0.02,4,365,0,0.4927
27529894,"Toronto Spacious, Clean, Bed & Bath with Kitchen",48728564,Mustafa,Parkwoods-Donalda,43.75807,-79.33885,Private room,50,28,2,0.05,1,0,0,0.8597
27548751,民宿Spacious second flr room with parking,205787540,Ying,Agincourt South-Malvern West,43.78718,-79.25957,Private room,42,1,37,0.84,6,0,3,0.665653125
27549417,民宿Spacious second flr master room with parking,205787540,Ying,Agincourt South-Malvern West,43.78638,-79.2605,Private room,65,1,13,0.29,6,0,1,0.710590909
27549705,specious second flr room with parking士嘉堡购物中心附近，别墅,205787540,Ying,Agincourt South-Malvern West,43.78842,-79.26159,Private room,48,28,57,1.29,6,0,0,0.737111765
27551340,"Modern 2 Bedroom Luxury House, close to downtown",45468979,Dave,South Riverdale,43.66005,-79.33249,Entire home/apt,120,28,35,0.87,1,185,3,0.916747059
27568447,LOFT: Midcentury Gorgeous Indoor Jungle Retreat,52690863,Gwyn,Moss Park,43.654,-79.36625,Entire home/apt,202,1,63.5,2.47,2,7,7.5,0.81966087
27570674,Toronto scarborough house，地下室单间,208018084,NaNa,Agincourt South-Malvern West,43.78398,-79.25749,Private room,50,3,39,0.9,8,114,6,0.657483784
27573716,Private room for rent,27350563,Caroline,Corso Italia-Davenport,43.67691,-79.44473,Private room,19,28,1,0.02,1,0,0,0.6249
27575133,Christie Pits Lookout,1249108,Jj,Dovercourt-Wallace Emerson-Junction,43.66555,-79.42385,Private room,50,28,23,0.52,1,0,0,0.900147826
27578429,"Beautiful location 

Midtown, entire house, plus parking at the most after sought neighbourhood in Toronto. Walk score of a 100!!
Steps to super trendy shops &restaurants at Young & Eglinton , minutes to Subway. One bedroom on second floor. Open concept k",60536939,Spo,Yonge-Eglinton,43.70959,-79.401,Entire home/apt,165,28,22,0.5,1,0,0,0.838140909
27581133,Toronto Liberty Luxury 1 BD  Suite,208108211,Maria,South Parkdale,43.63534,-79.42722,Entire home/apt,109,28,39,0.9,1,0,0,0.746963158
27592884,Traveller’s nest,18344423,Ranjith,Pleasant View,43.77482,-79.32726,Private room,50,28,3,0.07,1,0,0,0.6159
27595593,Cozy 2nd Floor shared Apt. steps from Queen West,97135982,Claire,Little Portugal,43.64566,-79.42365,Private room,45,28,4,0.09,1,219,1,0.6512
27597691,Million Dollar Views/ Perfect Walk Score Condo,149578107,Cris,Waterfront Communities-The Island,43.64033,-79.39139,Entire home/apt,246,28,20,0.46,1,178,0,0.77927
27598339,Gorgeous Suite w Beautiful Sunset View Balcony,43385063,Olivia,Niagara,43.63644,-79.40749,Entire home/apt,104,28,63.5,2.47,8.5,47,4,0.763556853
27599491,Concrete Jungle - Private Room,208253452,Randi,Niagara,43.6358,-79.40541,Private room,100,10,27,0.62,2,0,0,0.831014815
27600820,Luxury 4 Brm Family Home. Close to everything!,172645858,Lindsay,Willowridge-Martingrove-Richview,43.68596,-79.54298,Entire home/apt,250,28,1,0.02,1,0,0,0.9382
27604257,Comfy basement room in a bungalow,122085458,Sabina,West Hill,43.76535,-79.18998,Private room,43,14,5,0.43,8,364,5,0.918916667
27607446,Spacious  Loft in Junction,14021635,Katie,Dovercourt-Wallace Emerson-Junction,43.66638,-79.44674,Entire home/apt,148,28,15,0.35,1,279,3,0.867292857
27609720,Cozy One Bedroom Condo,9550062,Ryansuites,Waterfront Communities-The Island,43.64304,-79.38276,Entire home/apt,319,28,8,0.2,5,365,0,0.839885714
27609931,Executive Condo - 1 Bedroom,9550062,Ryansuites,Waterfront Communities-The Island,43.64255,-79.3829,Entire home/apt,319,28,2,0.05,5,365,0,0.93655
27610010,Business Condo (View) - 1 Bedroom,9550062,Ryansuites,Waterfront Communities-The Island,43.64257,-79.38248,Entire home/apt,319,28,2,0.05,5,365,0,0.9516
27610339,Superior Condo - 1 Bedroom,9550062,Ryansuites,Waterfront Communities-The Island,43.64143,-79.38276,Entire home/apt,319,28,7,0.17,5,365,0,0.814325
27611432,Great Area Toronto 2 Bedrooms + WIFI + Parking,208352457,Elena,Leaside-Bennington,43.70522,-79.36428,Entire home/apt,110,28,11,0.26,1,0,0,0.72293
27612911,Toronto scarborough世嘉宝购物中心附近，别墅二楼单间,208018084,NaNa,Agincourt South-Malvern West,43.78435,-79.2578,Private room,55,7,49,1.52,8,93,7.5,0.707111905
27613500,Entire New Luxury TownHome  - Nothing Shared,105962592,Amir,Willowridge-Martingrove-Richview,43.67693,-79.5588,Entire home/apt,259,28,47,1.09,2,156,2,0.59
27622907,Glebemount Getaway Flat,49824436,Jonathan,Danforth East York,43.6916,-79.32012,Entire home/apt,250,5,2,0.4,2,347,2,0.6629
27623144,1 Bedroom in the heart of Queen and King West,43592256,Corinne,Niagara,43.64439,-79.40425,Entire home/apt,150,28,5,0.12,1,219,0,0.752166667
27629330,Studio apt private entrance entire apt no sharing.,208496728,Liz Or Sharm,Dovercourt-Wallace Emerson-Junction,43.66881,-79.43908,Entire home/apt,199,28,45,1.04,4,66,4,0.690904878
27633845,Spacious Ensuite Bedroom near Sunnybrook & Glendon,50019105,Faroo,Lawrence Park South,43.72311,-79.39314,Private room,55,1,34,0.8,5,106,7.5,0.753154545
27633972,"Quiet Room, Cool Neighbourhood, Bloor Metro Line",40205783,Liliana,Palmerston-Little Italy,43.65855,-79.42672,Private room,65,28,1,0.03,1,178,0,0.8748
27638920,Toronto scarborough towncenter，别墅二楼单间,208018084,NaNa,Agincourt South-Malvern West,43.78603,-79.25753,Private room,55,7,63.5,2.01,8,121,7.5,0.640920339
27640141,Zoom-friendly Wifi*Monthly Discount*Character,2343887,Liora,Dovercourt-Wallace Emerson-Junction,43.66434,-79.42496,Entire home/apt,88,28,45,1.03,2,113,6,0.879662791
27647117,Cozy studio in an amazing neighbourhood!,96809956,Alexandra,Playter Estates-Danforth,43.67943,-79.34853,Entire home/apt,45,28,4,0.09,1,0,0,0.86415
27647509,Dundas west subway station apartment BEST LOCATION,179249078,Rosana,High Park North,43.65953,-79.45416,Private room,80,28,9,0.21,1,0,0,0.506283333
27653375,Exquisite 1200 sqft 3BR + Den in core-downtown,135718015,Ayk,Waterfront Communities-The Island,43.64126,-79.38277,Entire home/apt,319,28,20,0.49,8.5,168,1,0.792225
27656499,Toronto scarborough 豪华独立别墅二楼套间,208711282,Peng,L'Amoreaux,43.80088,-79.29945,Private room,80,28,3,0.07,1,51,1,0.8225
27658681,The Beach- Bright Suite with Kitchenette,134949475,Dale,The Beaches,43.67634,-79.29922,Entire home/apt,160,2,13,2.11,1,354,7.5,0.807853846
27658830,Yonge+finch 5 mins walk to Subway Room3+4 (2RMS),182816525,Hong,Willowdale West,43.77712,-79.42036,Private room,123,28,1,0.02,7,90,0,0.9449
27663163,BnBToronto 3 Beds Suite on 64th floor,207625402,Gerard,Waterfront Communities-The Island,43.63855,-79.39769,Entire home/apt,139,28,58,1.35,2,175,0,0.700362
27675456,Private bachelor near Warden Station 10min by foot,141030429,Jacky,Oakridge,43.70043,-79.2766,Private room,52,5,1,0.03,4,83,0,-0.2453
27677502,Cozy Bungalow near subway Young/Lawrence,13813543,Shuwan,Lawrence Park North,43.72452,-79.40971,Entire home/apt,173,28,16,0.37,1,114,1,0.88633125
27690036,❤️ of King West with a Private Rooftop Patio,46408632,Taylor,Niagara,43.64045,-79.41603,Entire home/apt,204,2,2,0.05,1,133,0,0.6597
27692483,Victorian charm & modern confort steps from U of T,13746468,Caroline,University,43.66164,-79.40305,Entire home/apt,115,28,10,0.26,1,127,0,0.6485
27694920,Newly Renovated Queen Street W Apartments -3rd Fl.,29732268,Dante,South Parkdale,43.63809,-79.44076,Entire home/apt,150,28,63.5,2.3,3,180,4,0.723113253
27695910,Master Bedroom with Ensuite in DT TO w/parking,209068050,John,Waterfront Communities-The Island,43.64088,-79.39818,Private room,51,28,6,0.14,1,0,0,0.7333
27701168,❤ Mid-Century Chic Home with Parking and Patio,9817479,Jordan,Dovercourt-Wallace Emerson-Junction,43.66007,-79.44844,Entire home/apt,206,1,63.5,2.47,5,128,7.5,0.809812308
27704154,Kashaneh at Minto,12033867,Meisam,Willowdale East,43.76176,-79.41008,Entire home/apt,199,28,8,0.25,8.5,365,0,0.4156875
27704943,Basement apartment one or two people,111539347,Hildson,Oakwood Village,43.69234,-79.43847,Private room,80,28,11,0.26,1,0,0,0.748445455
27705416,LUXURY LIVING IN THE HEART OF DOWNTOWN TORONTO,189574759,Adam,Waterfront Communities-The Island,43.64294,-79.38852,Entire home/apt,225,28,63.5,2.47,3,304,2,0.7081152
27724908,Luxury 1200 sqft open concept downtown loft,209314766,Michal,Waterfront Communities-The Island,43.64175,-79.40181,Entire home/apt,319,28,11,0.26,1,179,0,0.830818182
27725239,3 Bedroom - 3bath - Calm lovely house to enjoy!,209274705,Julio,Rouge,43.82406,-79.21506,Entire home/apt,67,30,3,0.08,1,131,2,0.601866667
27733605,Private Large Bedroom in North York,209384288,Yu Jung,Westminster-Branson,43.77272,-79.44507,Private room,100,28,3,0.07,2,180,0,0.8949
27733673,High Park Home the perfect blend of Old & New.,16307111,Lisa,High Park-Swansea,43.64763,-79.45689,Entire home/apt,319,3,25,0.59,1,35,0,0.811452
27734689,Davisville village 2 Bedroom Apartment,25660537,Kevin,Mount Pleasant East,43.7101,-79.37959,Entire home/apt,115,3,25,0.58,3,48,7.5,0.845769565
27734993,Spacious Forest Hill Gem,209399200,Matthew,Forest Hill South,43.69796,-79.40637,Private room,75,28,5,0.11,1,0,0,0.90558
27748686,Condo on lake humber bay shores,209499261,Tony,Mimico (includes Humber Bay Shores),43.62482,-79.47686,Entire home/apt,85,64,19,0.44,1,251,0,0.697131579
27748713,Memorable stay at our Cozy Urban Cottage!,41104212,Ladan,Woburn,43.76154,-79.22999,Entire home/apt,65,28,36,0.83,1,259,0,0.789021053
27759221,Modern & Unique Space Steps from Subway!,2724405,LeVi,High Park-Swansea,43.64825,-79.48183,Private room,120,2,22,0.51,2,328,7.5,0.833036364
27759317,★CN Tower View ★ Private King Bed + Ensuite Bath,18984137,Jack,Waterfront Communities-The Island,43.64269,-79.40209,Private room,100,28,6,0.14,3,0,0,0.915933333
27761046,2 Bdrm Downtown Condo - Hidden Creative Oasis,7793831,Jess,Niagara,43.64223,-79.4035,Entire home/apt,150,64,3,0.07,1,40,0,0.938233333
27761289,Luxury Downtown Designer Loft with Large Terrace,9586202,Andreas,Niagara,43.63876,-79.41931,Entire home/apt,319,28,3,0.07,1,0,0,0.9221
27762977,"Stylish Suite w/ kitchen, laundry.  Beach Toronto",180058023,Ofelia,The Beaches,43.67353,-79.28945,Entire home/apt,99,2,63,1.44,2,0,0,0.873295082
27774048,4B/2B Modern Family Home - SUBWAY/PARKING/DOWNTOWN,1385599,Feng,Yorkdale-Glen Park,43.71906,-79.45193,Entire home/apt,266,2,53,1.24,1,242,7.5,0.814044681
27776131,"Designer suite, Union, Ripleys+FREE Parking",201393456,Nataliya,Waterfront Communities-The Island,43.64263,-79.38292,Private room,177,1,63.5,2.16,1,31,7.5,0.799072603
27779077,Soak in the Rose Gold Tub at a Homey Dufferin Grove Hideaway,209528623,Joss,Palmerston-Little Italy,43.65932,-79.42714,Entire home/apt,145,3,28,0.65,1,0,0,0.799257143
27780558,Large 2 BR Condo Condo CN Tower View MTCC,201089891,Derrick,Waterfront Communities-The Island,43.64442,-79.39313,Entire home/apt,81,30,42,1.03,2,36,5,0.8380675
27783522,Toronto Private Guest Suite,42930789,Roger,Thistletown-Beaumond Heights,43.73293,-79.56276,Entire home/apt,82,3,63.5,2.47,2,341,7.5,0.674394355
27785737,Cozy flat in the heart of the city!,23956976,Sisi And Jhon,Waterfront Communities-The Island,43.64859,-79.39374,Entire home/apt,90,28,63.5,2.47,2,0,0,0.825646358
27787978,Large room- Double bed close to the lake,21380987,Sherwin,Long Branch,43.5958,-79.52579,Private room,66,28,5,0.11,3,0,0,0.95465
27797167,Beautiful and Cozy Room in Scarborough/Toronto,203505081,Jay,Agincourt North,43.80493,-79.26969,Private room,55,28,5,0.11,4,0,0,0.86688
27807353,Sexy Condo Downtown,207873946,Anthony,North St.James Town,43.66696,-79.37612,Entire home/apt,205,28,42,0.95,1,1,0,0.811286047
